updated_as_on,project_name,application_status,payment_status,scrutiny_status,correction_status,extension_status,complain_against_status,comments
2024-10-10 15:42:15,PUNYASHRI,Done,Rs.4182.5/- Penalty Payment Pending Remark:MahaRERA order No. 32/2022 dated 01.07.2022.Make Penalty Payment,In Process (Desk 2 Comment),Not Submited,Not Submited,No Complaint Found,"Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration). Inspite of repeated comments, Application is resubmitted without proper compliances and incomplete. Hence, resubmission of application shall be considered only on payment of penalty of 25% of the registration fees as per MahaRERA order No. 32/2022 dated 01.07.2022. comply-A) Flow of title report not clear. Provide complete Flow of title to the Promoter from Landowner. 2. AFS_Carpet Area variation clause +/- 3% missing. Provide carpet variation clause as per Model AFS (Refer Annexure A provided under Maha RERA Rule 10(1) of the Rules. 3. Provide dated Deviation Sheets for AFS on Promoter’s Letterhead- provide all the deviated clauses and additional clauses with respect to model AFS in full. If there are no deviation please mention “no deviation in agreement for sale “ 4. In case Promoter is landowner, Promoter is landowner/ Lessee upload sale deed/ Conveyance Deed/Lease deed & 7/12 extract in favour of Promoter in other legal tab. B) Uploaded Plinth Completion Certificate dated 26.03.2021 at 2 Declaration about Commencement Certificate is w.r.t. the Sanctioned Plan & CC dated 07.02.2021. Hence, upload Revalidated CC (As it is more than one-year-old ) vide condition no. 3 of uploaded CC dated 30.09.2022 or acknowledgement copy of Appendix-F for the building under registration or for any other building within layout for which uploaded CC, as per reg. no.2.8.4 of UDCPR-2020 & upload form-2 as per task activity. 2) In Format-D, mention, status of Building-PUNYASHRI WING A+B+C (Gr.+6 floors) as per the sanctioned plan dated 20.07.2022 in Sr. No.2 & and CC dated 20.07.2022 & revalidated CC dated _ or Appendix-F dated _ granted to WING A+B+C (Gr.+6 floors) (out of approved Gr.+6 floors) in Sr. No.3.(In tabular form as more than one bldg./wings are proposed for registration)."
2024-10-10 15:42:55,The Nature,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,Royal Entrada Phase II,Done,Done,Certificate Generated,Not Submited,Not Submited,View,
2024-10-10 15:44:14,ROYAL MAJESTIC,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ROYAL IMPRESSIONS,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ROYAL GRANDE,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ROYAL MYSTIC,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ANP - LANDMARK,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ANP MEMENTO,Done,Done,Certificate Generated,Certificate Generated,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ANP RETREAT,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:44:14,ROYAL ACE,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:46:33,Trimurti Residence,Done,Done,In Process (Desk 1 Comment),Not Submited,Not Submited,No Complaint Found,"1. Title Report missing. Upload latest (6 months) Title Report a/w Title Flow-in “Format A” of Cir 28/2021 dt 8.3.2021. 1. Form 3 (CA Certificate) -,  Kindly mention names of respective landowners against the landowner units in Table C.	2. Bank Declaration Format A -, Please mention details of all RERA designated bank accounts for multiple promoters having area share as prescribed in order no. - 56/2024 dated 27th June 2024.	3. Bank Declaration Format B -, Please mention details of all RERA designated bank accounts for multiple promoters having area share as prescribed in order no. - 56/2024 dated 27th June 2024. 1. Form 3 (CA Certificate) -,  Kindly mention names of respective landowners against the landowner units in Table C.	2. Bank Declaration Format A -, Please mention details of all RERA designated bank accounts for multiple promoters having area share as prescribed in order no. - 56/2024 dated 27th June 2024.	3. Bank Declaration Format B -, Please mention details of all RERA designated bank accounts for multiple promoters having area share as prescribed in order no. - 56/2024 dated 27th June 2024. 1. Title Report missing. Upload latest (6 months) Title Report a/w Title Flow-in “Format A” of Cir 28/2021 dt 8.3.2021."
2024-10-10 15:47:16,CHAITANYA SADAN,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:48:49,SD Infra Paradise,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:50:22,RUDRA KRISTINA-III,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:51:00,ROYAL SHOPPING CENTRE,Done,Done,Certificate Generated,Not Submited,Not Submited,No Complaint Found,
2024-10-10 15:52:22,River Edge,Done,Done,Scrutiny Pending  - Desk1,Not Submited,Not Submited,No Complaint Found,
